"source","dietid","pred_comm","region","prey_comm","nrefs","references","prop_wt","prop_n","prop_energy","prop_occur","prop_model","prop_unk","prop_use","prop_use_type"
"Hilborn et al. (2017)","Striped bass NW Atlantic","Striped bass","NW Atlantic","Atlantic herring",4,"Austin and Walter 1998, Nelson et al. 2003, Nelson et al. 2006, Overton et al. 2008",0.0889,NA,NA,NA,NA,NA,0.0889,"wt"
"Hilborn et al. (2017)","Striped bass NW Atlantic","Striped bass","NW Atlantic","Atlantic mackerel",1,"Nelson et al. 2003",0.01,NA,NA,NA,NA,NA,0.01,"wt"
"Hilborn et al. (2017)","Striped bass NW Atlantic","Striped bass","NW Atlantic","Atlantic menhaden",5,"Austin and Walter 1998, Bowman et al. 2000, Griffin and Margraf 2003, Nelson et al. 2003, Overton et al. 2008",0.498505263157895,0.38,NA,NA,NA,NA,0.498505263157895,"wt"
"Hilborn et al. (2017)","Striped bass NW Atlantic","Striped bass","NW Atlantic","Longfin inshore squid",3,"Overton et al. 2008, Smith and Link 2010, Staudinger and Juanes 2010a",0.03,NA,NA,NA,NA,NA,0.03,"wt"
"Hilborn et al. (2017)","Striped bass NW Atlantic","Striped bass","NW Atlantic","Northern shortfin squid",1,"Nelson et al. 2003",0.00366666666666667,NA,NA,NA,NA,NA,0.00366666666666667,"wt"
"Hilborn et al. (2017)","Striped marlin NE Pacific","Striped marlin","NE Pacific","Pacific chub mackerel",1,"Abitia Cardenas 1992",0.26598,0.14568,NA,0.525,NA,NA,0.26598,"wt"
"Hilborn et al. (2017)","Striped marlin NE Pacific","Striped marlin","NE Pacific","Pacific hake",1,"Abitia Cardenas 1992",0.141533333333333,0.1454,NA,0.0948666666666667,NA,NA,0.141533333333333,"wt"
"Hilborn et al. (2017)","Striped marlin NE Pacific","Striped marlin","NE Pacific","Pacific sardine",1,"Abitia Cardenas 1992",0.1517,0.167366666666667,NA,0.232133333333333,NA,NA,0.1517,"wt"
"Hilborn et al. (2017)","Summer flounder NW Atlantic","Summer flounder","NW Atlantic","Atlantic herring",1,"Smith and Link 2010",0.054,NA,NA,NA,NA,NA,0.054,"wt"
"Hilborn et al. (2017)","Summer flounder NW Atlantic","Summer flounder","NW Atlantic","Atlantic mackerel",1,"Smith and Link 2010",0.0406666666666667,NA,NA,NA,NA,NA,0.0406666666666667,"wt"
"Hilborn et al. (2017)","Summer flounder NW Atlantic","Summer flounder","NW Atlantic","Longfin inshore squid",4,"Bowman et al. 2000, Link et al. 2002b, Staudinger 2006, Staudinger and Juanes 2010a",0.1707,NA,NA,NA,NA,NA,0.1707,"wt"
"Hilborn et al. (2017)","Summer flounder NW Atlantic","Summer flounder","NW Atlantic","Northern shortfin squid",2,"fishecology.org, Staudinger 2006",0.053,NA,NA,NA,NA,NA,0.053,"wt"
"Hilborn et al. (2017)","Swordfish NW Atlantic","Swordfish","NW Atlantic","Atlantic herring",1,"Bowman et al. 2000",0.002,NA,NA,NA,NA,NA,0.002,"wt"
"Hilborn et al. (2017)","Swordfish NW Atlantic","Swordfish","NW Atlantic","Atlantic mackerel",1,"Bowman et al. 2000",0.054,NA,NA,NA,NA,NA,0.054,"wt"
"Hilborn et al. (2017)","Swordfish NW Atlantic","Swordfish","NW Atlantic","Atlantic menhaden",1,"Bowman et al. 2000",0.005,NA,NA,NA,NA,NA,0.005,"wt"
"Hilborn et al. (2017)","Swordfish NW Atlantic","Swordfish","NW Atlantic","Northern shortfin squid",2,"Bowman et al. 2000, Logan et al. 2013",0.4785,NA,NA,NA,NA,NA,0.4785,"wt"
"Hilborn et al. (2017)","Thorny skate NW Atlantic","Thorny skate","NW Atlantic","Atlantic herring",3,"Bowman et al. 2000, fishecology.org, Smith and Link 2010",0.2125,NA,NA,NA,NA,NA,0.2125,"wt"
"Hilborn et al. (2017)","Thorny skate NW Atlantic","Thorny skate","NW Atlantic","Northern shortfin squid",1,"fishecology.org",NA,NA,NA,NA,NA,NA,NA,"none"
"Hilborn et al. (2017)","Weakfish NW Atlantic","Weakfish","NW Atlantic","Atlantic herring",1,"Smith and Link 2010",0.039,NA,NA,NA,NA,NA,0.039,"wt"
"Hilborn et al. (2017)","Weakfish NW Atlantic","Weakfish","NW Atlantic","Longfin inshore squid",2,"Smith and Link 2010, Staudinger and Juanes 2010a",0.054,NA,NA,NA,NA,NA,0.054,"wt"
"Hilborn et al. (2017)","Weakfish NW Atlantic","Weakfish","NW Atlantic","Northern shortfin squid",1,"Bowman et al. 2000",0.19,NA,NA,NA,NA,NA,0.19,"wt"
"Hilborn et al. (2017)","Western Atlantic harbor seal NW Atlantic","Western Atlantic harbor seal","NW Atlantic","Atlantic herring",3,"Bowen and Harrison 1996, Selzer et al. 1986, Williams 1999",0.257666666666667,0.018,NA,NA,NA,NA,0.257666666666667,"wt"
"Hilborn et al. (2017)","Western Atlantic harbor seal NW Atlantic","Western Atlantic harbor seal","NW Atlantic","Atlantic mackerel",1,"Williams 1999",0.016,NA,NA,NA,NA,NA,0.016,"wt"
"Hilborn et al. (2017)","Western Atlantic harbor seal NW Atlantic","Western Atlantic harbor seal","NW Atlantic","Atlantic menhaden",1,"Williams 1999",NA,NA,NA,NA,NA,NA,NA,"none"
"Hilborn et al. (2017)","Western Atlantic harbor seal NW Atlantic","Western Atlantic harbor seal","NW Atlantic","Longfin inshore squid",2,"Selzer et al. 1986, Williams 1999",NA,0.037,NA,NA,NA,NA,0.037,"n"
"Hilborn et al. (2017)","Western Atlantic harbor seal NW Atlantic","Western Atlantic harbor seal","NW Atlantic","Northern shortfin squid",2,"Selzer et al. 1986, Williams 1999",NA,0.584,NA,NA,NA,NA,0.584,"n"
"Hilborn et al. (2017)","Western gull NE Pacific","Western gull","NE Pacific","California market squid",1,"Hunt and Butler 1980",0.173,NA,NA,0.1075,NA,NA,0.173,"wt"
"Hilborn et al. (2017)","Western gull NE Pacific","Western gull","NE Pacific","Northern anchovy",1,"Hunt and Butler 1980",0.182,NA,NA,0.135,NA,NA,0.182,"wt"
"Hilborn et al. (2017)","Western gull NE Pacific","Western gull","NE Pacific","Pacific hake",1,"Hunt and Butler 1980",0.05,NA,NA,0.03,NA,NA,0.05,"wt"
"Hilborn et al. (2017)","White hake NW Atlantic","White hake","NW Atlantic","Atlantic herring",3,"Bowman and Michael 1982, fishecology.org, Garrison and Link 2000",0.098,NA,NA,NA,NA,NA,0.098,"wt"
"Hilborn et al. (2017)","White hake NW Atlantic","White hake","NW Atlantic","Atlantic mackerel",1,"Smith and Link 2010",0.027,NA,NA,NA,NA,NA,0.027,"wt"
"Hilborn et al. (2017)","White hake NW Atlantic","White hake","NW Atlantic","Longfin inshore squid",2,"Bowman et al. 2000, Staudinger and Juanes 2010a",0.015,NA,NA,NA,NA,NA,0.015,"wt"
"Hilborn et al. (2017)","White hake NW Atlantic","White hake","NW Atlantic","Northern shortfin squid",2,"Bowman et al. 2000, fishecology.org",0.3095,NA,NA,NA,NA,NA,0.3095,"wt"
"Hilborn et al. (2017)","White marlin NW Atlantic","White marlin","NW Atlantic","Northern shortfin squid",1,"Logan et al. 2013",0.541,NA,NA,NA,NA,NA,0.541,"wt"
"Hilborn et al. (2017)","Widow rockfish NE Pacific","Widow rockfish","NE Pacific","Pacific hake",2,"Adams 1987, Lee and Sampson 2008",0.0375,NA,NA,0.054,NA,NA,0.0375,"wt"
"Hilborn et al. (2017)","Winter skate NW Atlantic","Winter skate","NW Atlantic","Atlantic herring",2,"fishecology.org, Smith and Link 2010",0.035,NA,NA,NA,NA,NA,0.035,"wt"
"Hilborn et al. (2017)","Winter skate NW Atlantic","Winter skate","NW Atlantic","Atlantic mackerel",1,"Smith and Link 2010",0.028,NA,NA,NA,NA,NA,0.028,"wt"
"Hilborn et al. (2017)","Winter skate NW Atlantic","Winter skate","NW Atlantic","Longfin inshore squid",1,"Smith and Link 2010",0.0155,NA,NA,NA,NA,NA,0.0155,"wt"
"Hilborn et al. (2017)","Winter skate NW Atlantic","Winter skate","NW Atlantic","Northern shortfin squid",1,"fishecology.org",NA,NA,NA,NA,NA,NA,NA,"none"
"Hilborn et al. (2017)","Xantus's murrellet NE Pacific","Xantus's murrellet","NE Pacific","Northern anchovy",2,"Hamilton et al. 2004, Hunt et al. 1979 cited by Hamilton et al. 2004",NA,NA,NA,0.355,NA,NA,0.355,"occur"
"Hilborn et al. (2017)","Yellowfin tuna NW Atlantic","Yellowfin tuna","NW Atlantic","Northern shortfin squid",2,"Logan et al. 2013, Tefferet 2015",0.5055,NA,NA,NA,NA,NA,0.5055,"wt"
"Hilborn et al. (2017)","Yellowtail rockfish NE Pacific","Yellowtail rockfish","NE Pacific","California market squid",1,"Brodeur and Percy 1984",0.083,NA,NA,NA,NA,NA,0.083,"wt"
"Hilborn et al. (2017)","Yellowtail rockfish NE Pacific","Yellowtail rockfish","NE Pacific","Pacific hake",1,"Lee and Sampson 2008",0.163,NA,NA,0.172,NA,NA,0.163,"wt"
"Free et al. (in prep)","Arctic skua Europe","Arctic skua","Europe","Lesser sand-eel",1,"Furness (1983, 1989) in Furness 1990",1,NA,NA,NA,NA,NA,1,"weight"
"Free et al. (in prep)","Arctic skua Europe","Arctic skua","Europe","Lesser sand-eel",1,"Furness and Tasker 2000 Table 2",NA,NA,NA,NA,NA,0.9,0.9,"unknown"
"Free et al. (in prep)","Arctic tern Europe","Arctic tern","Europe","Lesser sand-eel",1,"Furness (1983, 1989) in Furness 1990; Ewins 1985a in Furness 1990",1,NA,NA,NA,NA,NA,1,"weight"
"Free et al. (in prep)","Arctic tern Europe","Arctic tern","Europe","Lesser sand-eel",1,"Furness and Tasker 2000 Table 2",NA,NA,NA,NA,NA,0.75,0.75,"unknown"
"Free et al. (in prep)","Atlantic cod Europe","Atlantic cod","Europe","Capelin",1,"Blanchard et al 2002 Table 8",NA,NA,NA,NA,NA,0.13955,0.13955,"unknown"
"Free et al. (in prep)","Atlantic mackerel Europe","Atlantic mackerel","Europe","European sprat",3,"Daan 1989 Table 8D2, Daan 1989 Table 8D3, Daan 1989 Table 8D4",0.0264666666666667,NA,NA,NA,NA,NA,0.0264666666666667,"weight"
"Free et al. (in prep)","Atlantic mackerel Europe","Atlantic mackerel","Europe","Norway pout",3,"Daan 1989 Table 8D2, Daan 1989 Table 8D3, Daan 1989 Table 8D4",0.0630333333333333,NA,NA,NA,NA,NA,0.0630333333333333,"weight"
"Free et al. (in prep)","Atlantic mackerel Europe","Atlantic mackerel","Europe","Sandeel spp.",4,"Daan 1989 Table 8D1, Daan 1989 Table 8D2, Daan 1989 Table 8D3, Daan 1989 Table 8D4",0.1899,NA,NA,NA,NA,NA,0.1899,"weight"
"Free et al. (in prep)","Atlantic puffin Europe","Atlantic puffin","Europe","Atlantic herring (spring spawning)",1,"Anker-Nilssen 2010 Figure 3",NA,NA,NA,0.6192,NA,NA,0.6192,"occurence"
"Free et al. (in prep)","Atlantic puffin Europe","Atlantic puffin","Europe","Atlantic herring (spring spawning)",1,"Anker-Nilssen and Aarvak 2006 Tabell 3.4",NA,NA,NA,NA,NA,NA,NA,"none"
"Free et al. (in prep)","Atlantic puffin Europe","Atlantic puffin","Europe","Atlantic herring (spring spawning)",2,"Anker-Nilssen and Aarvak 2006 Tabell 3.2, Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size)",0.442,NA,NA,NA,NA,NA,0.442,"weight"
"Free et al. (in prep)","Atlantic puffin Europe","Atlantic puffin","Europe","Blue whiting",2,"Anker-Nilssen and Aarvak 2006 Tabell 3.2, Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size)",0.0416666666666667,NA,NA,NA,NA,NA,0.0416666666666667,"weight"
"Free et al. (in prep)","Atlantic puffin Europe","Atlantic puffin","Europe","Lesser sand-eel",1,"Furness and Tasker 2000 Table 2",NA,NA,NA,NA,NA,0.725,0.725,"unknown"
"Free et al. (in prep)","Atlantic puffin Europe","Atlantic puffin","Europe","Lesser sand-eel",3,"Furness (1983, 1989) in Furness 1990, Heubeck ed 1989 pdf page 34, Martin 1989 in Furness 1990",0.818461538461538,NA,NA,NA,NA,NA,0.818461538461538,"weight"
"Free et al. (in prep)","Atlantic puffin Europe","Atlantic puffin","Europe","Sandeel spp.",1,"Anker-Nilssen 2010 Figure 3",NA,NA,NA,0.0409,NA,NA,0.0409,"occurence"
"Free et al. (in prep)","Atlantic puffin Europe","Atlantic puffin","Europe","Sandeel spp.",1,"Anker-Nilssen and Aarvak 2006 Tabell 3.4",NA,NA,NA,NA,NA,NA,NA,"none"
"Free et al. (in prep)","Atlantic puffin Europe","Atlantic puffin","Europe","Sandeel spp.",2,"Anker-Nilssen and Aarvak 2006 Tabell 3.2, Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size)",0.0756666666666667,NA,NA,NA,NA,NA,0.0756666666666667,"weight"
"Free et al. (in prep)","Atlantic puffin Europe","Atlantic puffin","Europe","Whiting",1,"Anker-Nilssen and Aarvak 2006 Tabell 3.4",NA,NA,NA,NA,NA,NA,NA,"none"
"Free et al. (in prep)","Black guillemot Europe","Black guillemot","Europe","Lesser sand-eel",1,"Furness (1983, 1989) in Furness 1990",0.6,NA,NA,NA,NA,NA,0.6,"weight"
"Free et al. (in prep)","Black-legged kittiwake Europe","Black-legged kittiwake","Europe","Atlantic herring (spring spawning)",1,"Anker-Nilssen 2010 Figure 3",0.3422,NA,NA,NA,NA,NA,0.3422,"weight"
"Free et al. (in prep)","Black-legged kittiwake Europe","Black-legged kittiwake","Europe","Lesser sand-eel",2,"Furness (1983, 1989) in Furness 1990, Rindorf et al 2000 Figure 6",0.8315,NA,NA,NA,NA,NA,0.8315,"weight"
"Free et al. (in prep)","Black-legged kittiwake Europe","Black-legged kittiwake","Europe","Sandeel spp.",3,"Coulston and Thomas 1985 Table 4, Galbraith 1983 in Coulston and Thomas 1985, Pearson 1968 in Coulston and Thomas 1985",0.430625,NA,NA,NA,NA,NA,0.430625,"weight"
"Free et al. (in prep)","Chilean jack mackerel Humboldt","Chilean jack mackerel","Humboldt","Peruvian anchoveta",3,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3, Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3 , Pauly et al 1989 pg 394 Figure 5",0.2769546235,NA,NA,NA,NA,NA,0.2769546235,"weight"
"Free et al. (in prep)","Common guillemot Europe","Common guillemot","Europe","Atlantic herring",1,"Anker-Nilssen 2010 Figure 3",NA,NA,NA,0.032,NA,NA,0.032,"occurence"
"Free et al. (in prep)","Common guillemot Europe","Common guillemot","Europe","European sprat",2,"Wanless et al 2005 Table 1, Wanless et al 2005 Table 1; Table 2",NA,0.6865,NA,NA,NA,NA,0.6865,"count"
"Free et al. (in prep)","Common guillemot Europe","Common guillemot","Europe","Lesser sand-eel",6,"Blake et al 1985 in Furness 1990, Furness (1983, 1989) in Furness 1990, Rindorf et al 2000 Figure 6, Tasker et al 1987 in Furness 1990, Wanless et al 2005 Table 1, Wanless et al 2005 Table 1; Table 2",0.543888888888889,NA,NA,NA,NA,NA,0.543888888888889,"weight"
"Free et al. (in prep)","Common guillemot Europe","Common guillemot","Europe","Sandeel spp.",1,"Anker-Nilssen 2010 Figure 3",NA,NA,NA,0.3621,NA,NA,0.3621,"occurence"
"Free et al. (in prep)","Common minke whale Europe","Common minke whale","Europe","Atlantic herring",1,"Blanchard et al 2002 Table 8",NA,NA,NA,NA,NA,0.3915,0.3915,"unknown"
"Free et al. (in prep)","Common minke whale Europe","Common minke whale","Europe","Atlantic herring (spring spawning)",1,"Olsen and Holst 2001",1,NA,NA,NA,NA,NA,1,"weight"
"Free et al. (in prep)","Common minke whale Europe","Common minke whale","Europe","Capelin",1,"Blanchard et al 2002 Table 8",NA,NA,NA,NA,NA,0.06975,0.06975,"unknown"
"Free et al. (in prep)","Common minke whale Europe","Common minke whale","Europe","Sandeel spp.",1,"Olsen and Holst 2001",0.867,NA,NA,NA,NA,NA,0.867,"weight"
"Free et al. (in prep)","Eastern Pacific bonito Humboldt","Eastern Pacific bonito","Humboldt","Peruvian anchoveta",3,"Canal 1974 in Pauly and Tsukayama 1987 pdf p270, Pauly et al in Pauly and Tsukayama 1987 pdf p268 Figure 7, Vildoso 1955 in Pauly and Tsukayama 1987 pdf p 270",NA,NA,NA,NA,NA,0.425974837833333,0.425974837833333,"unknown"
"Free et al. (in prep)","European hake Europe","European hake","Europe","Blue whiting",1,"Mackinson and Daskalov 2007 Table 3.4",NA,NA,NA,NA,0.309,NA,0.309,"model"
"Free et al. (in prep)","European hake Europe","European hake","Europe","European sprat",1,"Du Buit 1996 Figure 4",NA,NA,NA,NA,NA,NA,NA,"none"
"Free et al. (in prep)","European herring gull Europe","European herring gull","Europe","Lesser sand-eel",1,"Hudson 1986 in Furness 1990",0.2,NA,NA,NA,NA,NA,0.2,"weight"
"Free et al. (in prep)","European shag Europe","European shag","Europe","Lesser sand-eel",2,"Furness (1983, 1989) in Furness 1990, Rindorf et al 2000 Figure 6",0.972221428571429,NA,NA,NA,NA,NA,0.972221428571429,"weight"
"Free et al. (in prep)","European shag Europe","European shag","Europe","Lesser sand-eel",2,"Wanless et al 1993 pdf p 10, Wanless et al 1993b Figure 1",NA,NA,NA,NA,NA,1,1,"unknown"
"Free et al. (in prep)","European shag Europe","European shag","Europe","Sandeel spp.",1,"Anker-Nilssen 2010 Figure 3",0.1305,NA,NA,NA,NA,NA,0.1305,"weight"
"Free et al. (in prep)","Great black-backed gull Europe","Great black-backed gull","Europe","Lesser sand-eel",3,"Beaman 1978 in Furness 1990, Furness (1983, 1989) in Furness 1990, Furness 1990",0.566666666666667,NA,NA,NA,NA,NA,0.566666666666667,"weight"
"Free et al. (in prep)","Great skua Europe","Great skua","Europe","Lesser sand-eel",2,"Furness (1983, 1989) in Furness 1990; Furness and Hislop 1981, Furness 1990",0.525,NA,NA,NA,NA,NA,0.525,"weight"
"Free et al. (in prep)","Grey gurnard Europe","Grey gurnard","Europe","Sandeel spp.",1,"de Gee and Kikkert 1993 Table 10",0.3462,NA,NA,NA,NA,NA,0.3462,"weight"
"Free et al. (in prep)","Guanay cormorant Humboldt","Guanay cormorant","Humboldt","Peruvian anchoveta",1,"Zavalaga and Paredes 1999 Table 1",NA,0.335,NA,NA,NA,NA,0.335,"count"
"Free et al. (in prep)","Guanay cormorant Humboldt","Guanay cormorant","Humboldt","Peruvian anchoveta",4,"Boyd 2012 pdf p 188 Table A.5.1, Jahncke and Goya 1997 in Goya 2000 Tabla 1, Jordan 1959 in Muck and Pauly in Pauly and Tsukayama 1987 pdf p230 Figure 1, Jordan 1967 and Avila 1954 in Muck and Pauly in Pauly and Tsukayama 1987 pdf p232 Table 1",NA,NA,NA,NA,NA,0.695828571428571,0.695828571428571,"unknown"
"Free et al. (in prep)","Harp seal Europe","Harp seal","Europe","Atlantic herring",1,"Blanchard et al 2002 Table 8",NA,NA,NA,NA,NA,0.0915666666666667,0.0915666666666667,"unknown"
"Free et al. (in prep)","Harp seal Europe","Harp seal","Europe","Capelin",1,"Blanchard et al 2002 Table 8",NA,NA,NA,NA,NA,0.17,0.17,"unknown"
"Free et al. (in prep)","Horse mackerel Europe","Horse mackerel","Europe","Norway pout",1,"Mackinson and Daskalov 2007 Table 3.4",NA,NA,NA,NA,0.229,NA,0.229,"model"
"Free et al. (in prep)","Large crabs Europe","Large crabs","Europe","Norway pout",1,"Mackinson and Daskalov 2007 Table 3.4",NA,NA,NA,NA,0.24,NA,0.24,"model"
"Free et al. (in prep)","Megrim Europe","Megrim","Europe","European sprat",1,"Mackinson and Daskalov 2007 Table 3.4",NA,NA,NA,NA,0.338,NA,0.338,"model"
"Free et al. (in prep)","Megrim Europe","Megrim","Europe","Norway pout",1,"Mackinson and Daskalov 2007 Table 3.4",NA,NA,NA,NA,0.24,NA,0.24,"model"
"Free et al. (in prep)","Northern fulmar Europe","Northern fulmar","Europe","Lesser sand-eel",2,"Fowler and Dye 1987 in Furness 1990, Furness and Todd 1984 in Furness 1990",0.6,NA,NA,NA,NA,NA,0.6,"weight"
"Free et al. (in prep)","Northern gannet Europe","Northern gannet","Europe","Lesser sand-eel",2,"Furness (1983, 1989) in Furness 1990, Martin 1989 in Furness 1990",0.65,NA,NA,NA,NA,NA,0.65,"weight"
"Free et al. (in prep)","Pacific chub mackerel Humboldt","Pacific chub mackerel","Humboldt","Peruvian anchoveta",1,"Konchina 1982 pdf p8",NA,NA,NA,NA,NA,NA,NA,"none"
"Free et al. (in prep)","Pacific chub mackerel Humboldt","Pacific chub mackerel","Humboldt","Peruvian anchoveta",6,"Muck and Sanchez in Pauly and Tsukayama 1987 pdf p 287 (Table 1) and pdf p 288 (Figure 2), Muck and Sanchez in Pauly and Tsukayama 1987 pdf p287 Table 1, Muck and Sanchez in Pauly and Tsukayama 1987 pdf p288 Figure 1, Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3, Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3 , Pauly et al 1989 pg 394 Figure 5",0.23178073598,NA,NA,NA,NA,NA,0.23178073598,"weight"
"Free et al. (in prep)","Peruvian booby Humboldt","Peruvian booby","Humboldt","Peruvian anchoveta",4,"Boyd 2012 pdf p 188 Table A.5.1, Jahncke and Goya 1997 in Goya 2000 Tabla 2, Jordan 1967 in Muck and Pauly in Pauly and Tsukayama 1987 pdf p232 Table 1, Muck and Pauly in Pauly and Tsukayama 1987 pdf p230 Figure 2",NA,NA,NA,NA,NA,0.795671428571429,0.795671428571429,"unknown"
"Free et al. (in prep)","Peruvian pelican Humboldt","Peruvian pelican","Humboldt","Peruvian anchoveta",1,"Jordan 1967 in Muck and Pauly in Pauly and Tsukayama 1987 pdf p232 Table 1",NA,NA,NA,NA,NA,0.8,0.8,"unknown"
"Free et al. (in prep)","Pollock Europe","Pollock","Europe","European sprat",1,"Daan 1989 Table 8E",0.0211,NA,NA,NA,NA,NA,0.0211,"weight"
"Free et al. (in prep)","Pollock Europe","Pollock","Europe","Norway pout",1,"Daan 1989 Table 8E",0.34605,NA,NA,NA,NA,NA,0.34605,"weight"
"Free et al. (in prep)","Pollock Europe","Pollock","Europe","Norway pout",1,"Mackinson and Daskalov 2007 Table 3.4",NA,NA,NA,NA,0.2795,NA,0.2795,"model"
"Free et al. (in prep)","Pollock Europe","Pollock","Europe","Sandeel spp.",1,"Daan 1989 Table 8E",0.2563,NA,NA,NA,NA,NA,0.2563,"weight"
"Free et al. (in prep)","Razorbill Europe","Razorbill","Europe","Atlantic herring (spring spawning)",1,"Anker-Nilssen 2010 Figure 3",NA,NA,NA,0.2006,NA,NA,0.2006,"occurence"
"Free et al. (in prep)","Razorbill Europe","Razorbill","Europe","Lesser sand-eel",1,"Furness (1983, 1989) in Furness 1990",1,NA,NA,NA,NA,NA,1,"weight"
"Free et al. (in prep)","Razorbill Europe","Razorbill","Europe","Lesser sand-eel",1,"Furness and Tasker 2000 Table 2",NA,NA,NA,NA,NA,0.725,0.725,"unknown"
"Free et al. (in prep)","Razorbill Europe","Razorbill","Europe","Sandeel spp.",1,"Anker-Nilssen 2010 Figure 3",NA,NA,NA,0.5157,NA,NA,0.5157,"occurence"
"Free et al. (in prep)","Whiting Europe","Whiting","Europe","European sprat",4,"Daan 1989 Table 8C1, Daan 1989 Table 8C2, Daan 1989 Table 8C3, Daan 1989 Table 8C4",0.125875,NA,NA,NA,NA,NA,0.125875,"weight"
"Free et al. (in prep)","Whiting Europe","Whiting","Europe","Norway pout",4,"Daan 1989 Table 8C1, Daan 1989 Table 8C2, Daan 1989 Table 8C3, Daan 1989 Table 8C4",0.17475,NA,NA,NA,NA,NA,0.17475,"weight"
"Free et al. (in prep)","Whiting Europe","Whiting","Europe","Sandeel spp.",4,"Daan 1989 Table 8C1, Daan 1989 Table 8C2, Daan 1989 Table 8C3, Daan 1989 Table 8C4",0.207025,NA,NA,NA,NA,NA,0.207025,"weight"
"Cury et al. (2011)","Black-legged kittiwake Gulf of Alaska","Black-legged kittiwake","Gulf of Alaska","Sand lance/capelin/walleye pollock",1,"Cury et al. (2011)",NA,NA,NA,0.83,NA,NA,0.83,"occurence"
"Cury et al. (2011)","Common guillemot Gulf of Alaska","Common guillemot","Gulf of Alaska","Sand lance/capelin/walleye pollock",1,"Cury et al. (2011)",NA,NA,NA,0.91,NA,NA,0.91,"occurence"
"Cury et al. (2011)","Rhinoceros auklet California Current","Rhinoceros auklet","California Current","Rockfish spp.",1,"Cury et al. (2011)",NA,NA,NA,0.16,NA,NA,0.16,"occurence"
"Cury et al. (2011)","Pigeon guillemot California Current","Pigeon guillemot","California Current","Rockfish spp.",1,"Cury et al. (2011)",NA,NA,NA,0.2,NA,NA,0.2,"occurence"
"Cury et al. (2011)","Common guillemot California Current","Common guillemot","California Current","Rockfish spp.",1,"Cury et al. (2011)",NA,NA,NA,0.43,NA,NA,0.43,"occurence"
"Cury et al. (2011)","Common guillemot North Sea","Common guillemot","North Sea","Sandeel",1,"Cury et al. (2011)",NA,NA,NA,0.95,NA,NA,0.95,"occurence"
"Cury et al. (2011)","Northern fulmar North Sea","Northern fulmar","North Sea","Sandeel",1,"Cury et al. (2011)",NA,NA,NA,0.6,NA,NA,0.6,"occurence"
"Cury et al. (2011)","Arctic tern North Sea","Arctic tern","North Sea","Sandeel",1,"Cury et al. (2011)",NA,NA,NA,1,NA,NA,1,"occurence"
"Cury et al. (2011)","Black-legged kittiwake North Sea","Black-legged kittiwake","North Sea","Sandeel",1,"Cury et al. (2011)",NA,NA,NA,1,NA,NA,1,"occurence"
"Cury et al. (2011)","European shag North Sea","European shag","North Sea","Sandeel",1,"Cury et al. (2011)",NA,NA,NA,1,NA,NA,1,"occurence"
"Cury et al. (2011)","Great skua North Sea","Great skua","North Sea","Sandeel",1,"Cury et al. (2011)",NA,NA,NA,0.59,NA,NA,0.59,"occurence"
"Cury et al. (2011)","Arctic skua North Sea","Arctic skua","North Sea","Sandeel",1,"Cury et al. (2011)",NA,NA,NA,1,NA,NA,1,"occurence"
"Cury et al. (2011)","Black-legged kittiwake Norwegian Sea","Black-legged kittiwake","Norwegian Sea","Herring",1,"Cury et al. (2011)",NA,NA,NA,NA,NA,NA,NA,"none"
"Cury et al. (2011)","Atlantic puffin Norwegian Sea","Atlantic puffin","Norwegian Sea","Herring",1,"Cury et al. (2011)",NA,NA,NA,0.56,NA,NA,0.56,"occurence"
"Cury et al. (2011)","Red-billed gull New Zealand","Red-billed gull","New Zealand","Krill",1,"Cury et al. (2011)",NA,NA,NA,0.84,NA,NA,0.84,"occurence"
"Cury et al. (2011)","Cape gannet Benguela Current","Cape gannet","Benguela Current","Sardine/anchovy",1,"Cury et al. (2011)",NA,NA,NA,0.61,NA,NA,0.61,"occurence"
"Cury et al. (2011)","African penguin Benguela Current","African penguin","Benguela Current","Sardine/anchovy",1,"Cury et al. (2011)",NA,NA,NA,0.86,NA,NA,0.86,"occurence"
"Cury et al. (2011)","Gentoo penguin Scotia Sea","Gentoo penguin","Scotia Sea","Krill",1,"Cury et al. (2011)",NA,NA,NA,0.525,NA,NA,0.525,"occurence"
"Sinclair et al 2008 Figure 3","Northern fur seal Pribolof Islands","Northern fur seal","Pribolof Islands","Armhook squid",1,"Sinclair et al 2008 Figure 3",NA,NA,NA,0.356487055233333,NA,NA,0.356487055233333,"occurence"
"Sinclair et al 2008 Figure 3","Northern fur seal Pribolof Islands","Northern fur seal","Pribolof Islands","Walleye pollock",1,"Sinclair et al 2008 Figure 3",NA,NA,NA,0.57370420325,NA,NA,0.57370420325,"occurence"
