FF Common,FF Scientific,Predator Common,Predator Scientific,Season,Year,Abundance,Unit,Source,Study Location,Country,size of FF eaten (mm),age of FF eaten,% FF in diet,% Units,Notes
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1979,3500000,t,%-Muck and Pauly Table 3 pdf p 290; #-Muck and Pauly 1987 pdf p 292,Callao - 12S,Peru,,,78.00,% of stomach content weight,
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1979,3500000,t,%-Muck and Pauly Table 3 pdf p 290; #-Muck and Pauly 1987 pdf p 292,Pisco - 14S,Peru,,,90.50,% of stomach content weight,
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1979,3500000,t,%-Muck and Pauly Table 3 pdf p 290; #-Muck and Pauly 1987 pdf p 292,Ilo - 17S,Peru,,,57.30,% of stomach content weight,
,,horse mackerel,Trachurus murphyi,,1977,1500000,t,#-Muck and Pauly 1987 pdf p 292,,Peru,,,,,
,,horse mackerel,Trachurus murphyi,,1978,4200000,t,#-Muck and Pauly 1987 pdf p 292,,Peru,,,,,
,,horse mackerel,Trachurus murphyi,,1980,4800000,t,#-Muck and Pauly 1987 pdf p 292,,Peru,,,,,
,,horse mackerel,Trachurus murphyi,,1981,4700000,t,#-Muck and Pauly 1987 pdf p 292,,Peru,,,,,
,,horse mackerel,Trachurus murphyi,,1983,8900000,t,#-Muck and Pauly 1987 pdf p 292,,Peru,,,,,
,,horse mackerel,Trachurus murphyi,,1984,5200000,t,#-Muck and Pauly 1987 pdf p 292,,Peru,,,,,
,,horse mackerel,Trachurus murphyi,,1985,180000,t,#-Muck and Pauly 1987 pdf p 292,,Peru,,,,,
,,mackerel,Scomber japonicus,,1983,1800000,t,#-Muck and Pauly pdf p 292,,Peru,,,,,
,,mackerel,Scomber japonicus,,1984,800000,t,#-Muck and Pauly pdf p 292,,Peru,,,,,
,,mackerel,Scomber japonicus,,1985,450000,t,#-Muck and Pauly pdf p 292,,Peru,,,,,
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1959,,,%-Angelescu 1979 Table 2,,Peru,,,26.00,,in adults
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1960,,,%-Angelescu 1979 Table 2,,Peru,,,31.90,,in adults
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1961,,,%-Angelescu 1979 Table 2,,Peru,,,44.00,,in adults
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1963,,,%-Angelescu 1979 Table 2,,Peru,,,26.00,,in adults
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1965,,,%-Angelescu 1979 Table 2,,Peru,,,31.40,,in adults
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1966,,,%-Angelescu 1979 Table 2,,Peru,,,15.80,,in adults
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,Dec,1975,,,%-Angelescu 1979 Table 2,,Peru,,,96.90,,in adults
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,Dec,1977,,,%-Angelescu 1979 Table 2,,Peru,,,58.40,,in adults
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,Oct,1959-1962,,,size=Angelescu 1979 Grafico 6,,Peru,132.85,,,,weighted mean by %  but %s did not always add to 100
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,Nov,1959-1962,,,size=Angelescu 1979 Grafico 6,,Peru,134.22,,,,weighted mean by %  but %s did not always add to 101
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,Dec,1959-1962,,,size=Angelescu 1979 Grafico 6,,Peru,42.59,,,,weighted mean by %  but %s did not always add to 102
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,Jan,1959-1962,,,size=Angelescu 1979 Grafico 6,,Peru,44.38,,,,weighted mean by %  but %s did not always add to 103
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,Feb,1959-1962,,,size=Angelescu 1979 Grafico 6,,Peru,53.85,,,,weighted mean by %  but %s did not always add to 104
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,Mar,1959-1962,,,size=Angelescu 1979 Grafico 6,,Peru,31.91,,,,weighted mean by %  but %s did not always add to 105
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,Apr,1959-1962,,,size=Angelescu 1979 Grafico 6,,Peru,66.21,,,,weighted mean by %  but %s did not always add to 106
anchoveta,Engraulis ringens,cormorant (guanay),Phalacrocorax bougainvillii,"Jan, Feb",1995,,,% and size from Zavalaga and Paredes 1999 Table 1,Punta San Juan,Peru,12.6,,65.00,by number,size and % for chicks; SD=0.3 on size
anchoveta,Engraulis ringens,cormorant (guanay),Phalacrocorax bougainvillii,"Jan, Feb",1996,,,% and size from Zavalaga and Paredes 1999 Table 1,Punta San Juan,Peru,12.6,,2.00,by number,size and % for chicks; SD=0.3 on size
anchoveta,Engraulis ringens,boobies,Sula variegate,,2008,15000,# breeders,Table A.5.1 in Boyd 2012 ,Grupo Pescadores,Peru,,,80.00,,
anchoveta,Engraulis ringens,cormorant (guanay),Phalacrocorax bougainvillii,,2008,190000,# breeders,Table A.5.1 in Boyd 2012 ,Grupo Pescadores,Peru,,,96.00,,
sandeel,Ammodytes marinus,shag,Phalacrocorax aristotelis,breeding,1989,1700,breeding pairs,pdf p8 Wanless et al 1993 diving behaviour,Isle of May,Scotland,84,,100.00,,diet of chicks; SD=8.3 (size)
sandeel,Ammodytes marinus,shag,Phalacrocorax aristotelis,breeding,1987,1700,breeding pairs,pdf p10 Wanless et al 1993 diving behaviour,Isle of May,Scotland,129,,100.00,,diet of chicks; SD=5.7 (size)
sandeel,Ammodytes marinus,shag,Phalacrocorax aristotelis,breeding,1988,1700,breeding pairs,pdf p10 Wanless et al 1993 diving behaviour,Isle of May,Scotland,140,,100.00,,diet of chicks; SD=5.6 (size)
anchoveta,,mackerel,Scomber japonicus,July-Nov,1972,,,Konchina 1982 pdf p8,4-10S,Peru,70,,,max size,size is for mackerel yearlings (up to 30cm)
,,cormorant (guanay),Phalacrocorax bougainvillii,,1953,13966078,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1954,21395256,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1955,20983856,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1956,18000080,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1957,9340691,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1958,7173265,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1959,11376585,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1960,11046856,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1961,13575937,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1962,13205490,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1963,11038415,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1964,13403804,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1965,4008914,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1966,2413649,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1967,2982409,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1968,3061149,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1969,1915304,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1970,2198219,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1971,3093778,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1972,1212315,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1973,801150,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1974,839171,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1975,1121969,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1976,996768,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1977,1238848,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1978,1235917,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1979,1845630,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1980,2292003,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1981,2860764,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1982,3225701,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1983,364546,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1984,1300823,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1985,2400558,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1986,1090903,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1987,1251313,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1988,1248382,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1989,1368074,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1990,1365261,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1991,1770681,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1992,1359399,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1993,2826533,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1994,3069081,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1995,2780422,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,cormorant (guanay),Phalacrocorax bougainvillii,,1996,3757534,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1953,2012796,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1954,2408870,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1955,2716839,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1956,2736063,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1957,1345896,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1958,1193818,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1959,1462649,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1960,1824465,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1961,1804552,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1962,2014627,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1963,1701062,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1964,1896484,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1965,1171826,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1966,1151913,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1967,1048802,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1968,1165906,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1969,1312444,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1970,1302305,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1971,1517288,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1972,773068,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1973,909734,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1974,1340066,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1975,1378866,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1976,1358953,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1977,1544587,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1978,2337058,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1979,1803278,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1980,1724624,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1981,1978759,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1982,1841433,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1983,142890,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1984,1224119,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1985,1096524,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1986,1291946,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1987,1374792,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1988,1545743,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1989,1476863,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1990,1031175,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1991,1735554,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1992,1358382,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1993,1852321,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1994,2101618,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1995,1513991,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,boobies,Sula variegate,,1996,2649026,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1953,368424,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1954,461044,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1955,490071,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1956,406522,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1957,141953,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1958,215025,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1959,439782,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1960,370930,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1961,282501,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1962,247920,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1963,276905,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1964,227614,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1965,300686,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1966,202470,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1967,348965,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1968,294752,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1969,162320,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1970,215803,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1971,181208,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1972,190673,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1973,508429,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1974,189970,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1975,86860,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1976,110992,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1977,130217,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1978,266897,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1979,271439,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1980,178103,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1981,143508,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1982,177471,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1983,74388,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1984,230616,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1985,298808,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1986,396308,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1987,332349,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1988,522863,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1989,385509,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1990,140459,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1991,154790,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1992,193604,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1993,452619,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1994,447416,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1995,158321,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
,,peruvian pelican,Pelecanus thagus,,1996,466332,individuals,Jahncke 1998 Figuera 1,,Peru,,,,,
anchoveta,Engraulis ringens,mackerel,Scomber japonicus,,1976,250000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,79.17,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1977,220000,tons,#-Pauly et al 1989 p388 Table 1,,,,,,, #nearshore (<75km) from population model
anchoveta,Engraulis ringens,mackerel,Scomber japonicus,,1978,190000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,44.14,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,mackerel,Scomber japonicus,,1979,200000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,40.21,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,mackerel,Scomber japonicus,,1980,200000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,22.30,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,mackerel,Scomber japonicus,,1981,190000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,13.39,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,mackerel,Scomber japonicus,,1982,220000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,2.22,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,mackerel,Scomber japonicus,,1983,370000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,11.32,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,mackerel,Scomber japonicus,,1984,170000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,0.47,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1985,160000,tons,#-Pauly et al 1989 p388 Table 1,,,,,,, #nearshore (<75km) from population model
anchoveta,Engraulis ringens,mackerel,Scomber japonicus,,1986,180000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,34.40,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,mackerel,Scomber japonicus,,1987,240000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,5.24,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1979,900000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,28.07,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1980,890000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,13.42,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1981,840000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,2.14,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1982,1010000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,7.17,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1983,1680000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,2.29,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1984,770000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,4.18,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
,,,,,1985,700000,tons,#-Pauly et al 1989 p388 Table 1,,,,,,,#nearshore (<75km) from population model
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1986,810000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,3.12,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
anchoveta,Engraulis ringens,horse mackerel,Trachurus murphyi,,1987,1070000,tons,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,,Peru,,,11.05,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1953,230000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1954,160000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1955,180000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1956,190000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1957,280000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1958,230000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1959,210000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1960,190000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1961,190000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1962,180000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1963,200000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1964,170000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1965,240000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1966,190000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1967,170000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1968,160000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1969,330000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
