Prey,Predator,Predator_type,Predator_stage_or_Length,Predator_stage,abundance_data,year_diet_data_from,month_diet_data_from,name of month NB,year_diet_data_to,month_diet_data_to,name of month NB,season of diet data NB,season of diet data with no NA NB,range of diet data years NB,N_samples,prey_size_mm_min,prey_size_mm_max,prey size range NB,prey size range.mm pasted NB,prey_size_mm_mean,prey_size_mm_sd,prey_size_mm_median,Comment,Measurement_Method,proportion_diet_fracN_mean,proportion_diet_fracW_mean,W_or_Vol,Energetic_contributionfrac,IRI,fracFO,fracFO_SD,Area,Larger_area,Method,Reference
Pacific hake,Indo-pacific blue marlin,bony fishes, TotalLengthRange122cm-293cm,,YES,1988,5,May,1989,12,Dec,May-Dec,May-Dec,1988-1989,122,,,#NAME?,,,,,,,20.88,11.45,Vol,,,,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific hake,Indo-pacific blue marlin,bony fishes,,,YES,1988,11,Nov,1988,11,Nov,Nov,Nov,1988,18,,,#NAME?,,,,,,,53.12,35.87,Vol,,,16.67,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific hake,Indo-pacific blue marlin,bony fishes,,,YES,1989,2,Feb,1989,2,Feb,Feb,Feb,1989,4,,,#NAME?,,,,,,,62.5,80.75,Vol,,,25,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific hake,Indo-pacific blue marlin,bony fishes,,,YES,1989,11,Nov,1989,11,Nov,Nov,Nov,1989,24,,,#NAME?,,,,,,,16,12.84,Vol,,,8.33,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific hake,Striped marlin,bony fishes,TotalLengthRange135cm-208cm,,YES,1988,5,May,1989,12,Dec,May-Dec,May-Dec,1988-1989,350,,,#NAME?,,,,,,,9.59,,,,,,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific hake,Striped marlin,bony fishes,,,YES,1988,11,Nov,1988,11,Nov,Nov,Nov,1988,92,,,#NAME?,,,,,,,14.54,12.16,Vol,,,7.61,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific hake,Striped marlin,bony fishes,,,YES,1989,2,Feb,1989,2,Feb,Feb,Feb,1989,56,,,#NAME?,,,,,,,28.17,19.75,Vol,,,17.86,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific hake,Striped marlin,bony fishes,,,YES,1989,5,May,1989,5,May,May,May,1989,67,,,#NAME?,,,,,,,5.86,10.55,Vol,,,2.99,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific hake,Pacific bonito,bony fishes,TotalForkLengthRange290mm_780mm,,NO,1968,1,Jan,1968,12,Dec,Jan-Dec,Jan-Dec,1968,645,,,#NAME?,,,,,,,,0.1,Vol,,,1.1,,SCACoast_OffshoreIs,CA,stomach sampling,Pinkasetal1971
Pacific hake,Pacific bonito,bony fishes,TotalForkLengthRange290mm_780mm,,NO,1969,1,Jan,1969,9,Sep,Jan-Sep,Jan-Sep,1969,853,,,#NAME?,,,,,,,,0.1,Vol,,,2.4,,SCACoast_OffshoreIs_BajaCal,CA_MEX,stomach sampling,Pinkasetal1971
Pacific hake,Yellowtail rockfish,bony fishes,,,YES,1998,4,Apr,1999,4,Apr,Apr,Apr,1998-1999,,,,#NAME?,,,,,,,,0.1,,,,17.2,,OR_WA,OR_WA,stomach sampling,LeeandSampson2008
Pacific hake,Yellowtail rockfish,bony fishes,,,YES,1998,7,Jul,1999,7,Jul,Jul,Jul,1998-1999,,,,#NAME?,,,,,,,,32.5,,,,,,OR_WA,OR_WA,stomach sampling,LeeandSampson2008
Pacific hake,Widow rockfish,bony fishes,,,YES,1988,4,Apr,1988,7,Jul,Apr-Jul,Apr-Jul,1988,,,,#NAME?,,,,,,juvenile stage found,,0.7,,,,5.4,,OR_WA,OR_WA,stomach sampling,LeeandSampson2008
Pacific hake,Widow rockfish,bony fishes,,,YES,1980,3,Mar,1981,2,Feb,Mar-Feb,Mar-Feb,1980-1981,,,,#NAME?,,,,,,,,6.8,Vol,,,,,CA,CA,stomach sampling,Adams1987
Pacific hake,Common murre,sea birds,,,YES,1995,,#N/A,1998,,#N/A,#N/A,,1995-1998,,,,#NAME?,,56,,,,,,,,,,,,FarallonGulf,CA,stomach sampling,Ainleyetal1996
Pacific hake,Common murre,sea birds,,,YES,1995,,#N/A,1998,,#N/A,#N/A,,1995-1998,,,,#NAME?,,91,,,,,,,,,,,,FarallonGulf,CA,stomach sampling,Ainleyetal1996
Pacific hake,Common murre,sea birds,,,YES,1995,3,Mar,1998,4,Apr,Mar-Apr,Mar-Apr,1995-1998,62,,,#NAME?,,,,,data from pre-egg laying (march-april),juvenile stage found,1,5,,,,3,,Coast_FarallonGulf,CA,stomach sampling,Ainleyetal1996
Pacific hake,Common murre,sea birds,,,YES,1995,3,Mar,1998,4,Apr,Mar-Apr,Mar-Apr,1995-1998,40,,,#NAME?,,,,,data from pre-egg laying (march-april),,32,99,,,,12,,Midshelf_FarallonGulf,CA,stomach sampling,Ainleyetal1996
Pacific hake,Common murre,sea birds,,,YES,1995,3,Mar,1998,4,Apr,Mar-Apr,Mar-Apr,1995-1998,143,,,#NAME?,,,,,data from pre-egg laying (march-april),,1,18,,,,9,,OuterShelf_FarrallonGulf,CA,stomach sampling,Ainleyetal1996
Pacific hake,Common murre,sea birds,,,YES,1995,5,May,1998,8,Aug,May-Aug,May-Aug,1995-1998,34,,,#NAME?,,,,,breeding period (May-august),,16,95,,,,50,,Midshelf_FarallonGulf,CA,stomach sampling,Ainleyetal1996
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1976,,#N/A,1976,,#N/A,#N/A,,1976,79,,,#NAME?,,,,,,,,2,,,,,,StaBarbaraIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1977,,#N/A,1977,,#N/A,#N/A,,1977,153,,,#NAME?,,,,,,,,2,,,,,,StaBarbaraIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1975,,#N/A,1977,,#N/A,#N/A,,1975-1977,250,,,#NAME?,,,,,,,,,,,,3,,StaBarbaraIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1975,,#N/A,1975,,#N/A,#N/A,,1975,21,,,#NAME?,,,,,,,,0,,,,,,SanNicolasIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1976,,#N/A,1976,,#N/A,#N/A,,1976,39,,,#NAME?,,,,,,,,0,,,,,,SanNicolasIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1977,,#N/A,1977,,#N/A,#N/A,,1977,15,,,#NAME?,,,,,,,,14,,,,,,SanNicolasIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1975,,#N/A,1977,,#N/A,#N/A,,1975-1977,76,,,#NAME?,,,,,,,,,,,,1,,SanNicolasIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1975,,#N/A,1975,,#N/A,#N/A,,1975,26,,,#NAME?,,,,,,,,0,,,,,,PrinceIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1976,,#N/A,1976,,#N/A,#N/A,,1976,27,,,#NAME?,,,,,,,,3,,,,,,PrinceIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1977,,#N/A,1977,,#N/A,#N/A,,1977,34,,,#NAME?,,,,,,,,19,,,,,,PrinceIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1975,,#N/A,1977,,#N/A,#N/A,,1975-1977,87,,,#NAME?,,,,,,,,,,,,5,,PrinceIs,CA,regurgitation,HuntandButler1980
Pacific hake,Western gull,sea birds,chicks,chicks,NO,1975,,#N/A,1977,,#N/A,#N/A,,1975-1977,36,,,#NAME?,,,,,,,,,,,,3,,AnacapaIs,CA,regurgitation,HuntandButler1980
Pacific mackerel,Steller Sea Lion,pinnipeds,,,YES,1986,5,May,2007,8,Aug,May-Aug,May-Aug,1986-2007,,,,#NAME?,,,,,,,,,,,,2.1,,CA_OR,CA_OR,scat samples ,Riemeretal2011
Pacific mackerel,Steller Sea Lion,pinnipeds,,,YES,1986,9,Sep,2007,4,Apr,Sep-Apr,Sep-Apr,1986-2007,,,,#NAME?,,,,,,,,,,,,0,,CA_OR,CA_OR,scat samples ,Riemeretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2002,7,Jul,2002,7,Jul,Jul,Jul,2002,,,,#NAME?,,,,,,,,,,,,0,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2003,3,Mar,2003,10,Oct,Mar-Oct,Mar-Oct,2003,,,,#NAME?,,,,,,,,,,,,0,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2004,3,Mar,2004,3,Mar,Mar,Mar,2004,,,,#NAME?,,,,,,,,,,,,1.8,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2005,3,Mar,2005,4,Apr,Mar-Apr,Mar-Apr,2005,,,,#NAME?,,,,,,,,,,,,0,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2006,2,Feb,2006,7,Jul,Feb-Jul,Feb-Jul,2006,,,,#NAME?,,,,,,,,,,,,7.4,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2002,,#N/A,2006,,#N/A,#N/A,,2002-2006,,,,#NAME?,,,,,,,,,,,,,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,juvenile,juvenile,YES,2002,7,Jul,2002,7,Jul,Jul,Jul,2002,,,,#NAME?,,,,,,,,,,,,0,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,adult-juvenile,adult,YES,2003,3,Mar,2003,10,Oct,Mar-Oct,Mar-Oct,2003,,,,#NAME?,,,,,,,,,,,,1,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,adult-juvenile,adult,YES,2004,3,Mar,2004,3,Mar,Mar,Mar,2004,,,,#NAME?,,,,,,,,,,,,0,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,adult-juvenile,adult,YES,2005,3,Mar,2005,4,Apr,Mar-Apr,Mar-Apr,2005,,,,#NAME?,,,,,,,,,,,,0,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,adult-juvenile,adult,YES,2006,2,Feb,2006,7,Jul,Feb-Jul,Feb-Jul,2006,,,,#NAME?,,,,,,,,,,,,15,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,adult-juvenile,adult,YES,2002,,#N/A,2006,,#N/A,#N/A,,2002-2006,,,,#NAME?,,,,,,,,,,,,,,CA,CA,fecal samples,Orretal2011
Pacific mackerel,CA Sea Lion,pinnipeds,,,YES,1981,,#N/A,1995,,#N/A,#N/A,,1981-1995,2543,,,#NAME?,,,,,,,,,,,,10.3,,SanClementeIs,CA,scat and spewing samples ,LowryandCarreta1999
Pacific mackerel,CA Sea Lion,pinnipeds,,,YES,1981,,#N/A,1995,,#N/A,#N/A,,1981-1995,2980,,,#NAME?,,,,,,,,,,,,15.5,,SanNicolasIs,CA,scat and spewing samples ,LowryandCarreta1999
Pacific mackerel,CA Sea Lion,pinnipeds,,,YES,1981,,#N/A,1995,,#N/A,#N/A,,1981-1995,736,,,#NAME?,,,,,,,,,,,,8,,StaBarbaraIs,CA,scat and spewing samples ,LowryandCarreta1999
Pacific mackerel,Pacific harbor seal,pinnipeds,,,YES,1997,9,Sep,1997,11,Nov,Sep-Nov,Sep-Nov,1997,148,,,#NAME?,,,,,,,,,,,,3.8,1.4,UmpquaRiver,OR,scat samples ,Orretal2014
Pacific mackerel,Pacific harbor seal,pinnipeds,,,YES,1998,3,Mar,1998,6,Jun,Mar-Jun,Mar-Jun,1998,254,,,#NAME?,,,,,,,,,,,,4.6,4,UmpquaRiver,OR,scat samples ,Orretal2014
Pacific mackerel,Pacific harbor seal,pinnipeds,,,YES,1998,8,Aug,1998,10,Oct,Aug-Oct,Aug-Oct,1998,326,,,#NAME?,,,,,,,,,,,,0.8,0.1,UmpquaRiver,OR,scat samples ,Orretal2014
Pacific mackerel,Brandt cormorant,sea birds,,,YES,2006,9,Sep,2007,3,Mar,Sep-Mar,Sep-Mar,2006-2007,67,,,#NAME?,,,,,authors found difference in iet within and outcoast the Bay,,0.1,,,,,1.5,,MonterreyBay,CA,pellets sampling,Webb2013
Pacific mackerel,Brandt cormorant,sea birds,,,YES,2007,9,Sep,2008,3,Mar,Sep-Mar,Sep-Mar,2007-2008,162,,,#NAME?,,,,,authors found difference in iet within and outcoast the Bay,,0.2,,,,,2.5,,MonterreyBay,CA,pellets sampling,Webb2013
Pacific mackerel,Elegant tern,sea birds,,,YES,1993,,#N/A,1993,,#N/A,#N/A,,1993,,,,#NAME?,,,,,,,,,,,,27.8,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,1993,,#N/A,1993,,#N/A,#N/A,,1993,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,0.71,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,0.09,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,1996,,#N/A,1996,,#N/A,#N/A,,1996,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,1997,,#N/A,1997,,#N/A,#N/A,,1997,,,,#NAME?,,,,,,,6.44,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,1998,,#N/A,1998,,#N/A,#N/A,,1998,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,1999,,#N/A,1999,,#N/A,#N/A,,1999,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2000,,#N/A,2000,,#N/A,#N/A,,2000,,,,#NAME?,,,,,,,2.61,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2001,,#N/A,2001,,#N/A,#N/A,,2001,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2002,,#N/A,2002,,#N/A,#N/A,,2002,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2004,,#N/A,2004,,#N/A,#N/A,,2004,,,,#NAME?,,,,,,,0.87,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2007,,#N/A,2007,,#N/A,#N/A,,2007,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2008,,#N/A,2008,,#N/A,#N/A,,2008,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2009,,#N/A,2009,,#N/A,#N/A,,2009,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2010,,#N/A,2010,,#N/A,#N/A,,2010,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2011,,#N/A,2011,,#N/A,#N/A,,2011,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2012,,#N/A,2012,,#N/A,#N/A,,2012,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Elegant tern,sea birds,,,YES,2013,,#N/A,2013,,#N/A,#N/A,,2013,,,,#NAME?,,,,,,,0,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Pacific mackerel,Blue shark,cartilaginous fishes,,,YES,1995,4,Apr,1997,5,May,Apr-May,Apr-May,1995-1997,893,60,125,60-125,60-125,92.5,45.9,,,otolith length_standard length regressions ,0.14,0.45,,,,0.67,,BajaCal,MEX,stomach sampling,MarkaidaandSosa2010
Pacific mackerel,Blue shark,cartilaginous fishes,,,YES,1995,5,May,1995,5,May,May,May,1995,13,,,#NAME?,,,,,,,3,,,,,,,BajaCal,MEX,stomach sampling,MarkaidaandSosa2010
Pacific mackerel,Blue shark,cartilaginous fishes,TotalLengthMean153.1cm_SD21.3cm,,YES,1995,10,Oct,1995,10,Oct,Oct,Oct,1995,88,,,#NAME?,,,,,,,3,30,,,,,,BajaCal,MEX,stomach sampling,MarkaidaandSosa2010
Pacific mackerel,Blue shark,cartilaginous fishes,,,YES,1995,12,Dec,1995,12,Dec,Dec,Dec,1995,25,,,#NAME?,,,,,,,4.5,2.5,,,,,,BajaCal,MEX,stomach sampling,MarkaidaandSosa2010
Pacific mackerel,Blue shark,cartilaginous fishes,,,YES,1996,6,Jun,1996,6,Jun,Jun,Jun,1996,43,,,#NAME?,,,,,,,1,7,,,,,,BajaCal,MEX,stomach sampling,MarkaidaandSosa2010
Pacific mackerel,Blue shark,cartilaginous fishes,,,YES,1996,9,Sep,1996,9,Sep,Sep,Sep,1996,19,,,#NAME?,,,,,,,19.5,14.5,,,,,,BajaCal,MEX,stomach sampling,MarkaidaandSosa2010
Pacific mackerel,Blue shark,cartilaginous fishes,TotalLengthRange70-250cm,,YES,2002,,#N/A,2008,,#N/A,#N/A,,2002-2008,114,,,#NAME?,,,,,,,0.76,2.85,,,,3.51,,CA_OR_WA,CA_OR_WA,stomach sampling,Pretietal2012
Pacific mackerel,Common thresher shark,cartilaginous fishes,TotalLengthRange100-230cm,,YES,2002,,#N/A,2008,,#N/A,#N/A,,2002-2008,157,,,#NAME?,,,,,,,2.4,7.84,,,,12.74,,CA_OR_WA,CA_OR_WA,stomach sampling,Pretietal2012
Pacific mackerel,Common thresher shark,cartilaginous fishes,,,YES,1998,8,Aug,1999,1,Jan,Aug-Jan,Aug-Jan,1998-1999,107,,,#NAME?,,,,,Warm-water period,,1.42,24.7,,,,16.42,,CA_OR,CA_OR,stomach sampling,Pretietal2004
Pacific mackerel,Common thresher shark,cartilaginous fishes,TotalLengthRange70-270cm,,YES,1999,7,Jul,2000,5,May,Jul-May,Jul-May,1999-2000,67,,,#NAME?,,,,,Cool-water period,,0.31,1.79,,,,4.48,,CA_OR,CA_OR,stomach sampling,Pretietal2004
Pacific mackerel,Shortfin mako shark,cartilaginous fishes,TotalLengthRange50-250cm,,NO,2002,,#N/A,2008,,#N/A,#N/A,,2002-2008,238,,,#NAME?,,,,,,,10.58,4.09,,,,15.13,,CA_OR_WA,CA_OR_WA,stomach sampling,Pretietal2012
Pacific mackerel,Smooth Hammershead shark ,cartilaginous fishes,female,Female,NO,2000,1,Jan,2004,8,Aug,Jan-Aug,Jan-Aug,2000-2004,,,,#NAME?,,,,,,,1,0.06,,,,4.2,,BajaCal,MEX,stomach sampling,OchoaDiaz2009
Pacific mackerel,Striped marlin,bony fishes,TotalLengthRange135cm-208cm,,YES,1988,5,May,1989,12,Dec,May-Dec,May-Dec,1988-1989,350,,,#NAME?,,,,,,,14.26,25.69,Vol,,,45.43,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific mackerel,Striped marlin,bony fishes,,,YES,1988,11,Nov,1988,11,Nov,Nov,Nov,1988,92,,,#NAME?,,,,,,,13.36,24.16,Vol,,,52.17,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific mackerel,Striped marlin,bony fishes,,,YES,1989,2,Feb,1989,2,Feb,Feb,Feb,1989,56,,,#NAME?,,,,,,,18.63,41.91,Vol,,,71.43,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific mackerel,Striped marlin,bony fishes,,,YES,1989,5,May,1989,5,May,May,May,1989,67,,,#NAME?,,,,,,,17.86,26.47,Vol,,,47.76,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific mackerel,Striped marlin,bony fishes,,,YES,1989,11,Nov,1989,11,Nov,Nov,Nov,1989,35,,,#NAME?,,,,,,,8.73,14.76,Vol,,,45.71,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific mackerel,Indo-pacific blue marlin,bony fishes,,,YES,1988,11,Nov,1988,11,Nov,Nov,Nov,1988,18,,,#NAME?,,,,,,,5.21,4.18,Vol,,,5.56,,BajaCal,MEX,stomach sample,AbitiaCardenas1992
Pacific mackerel,North pacific albacora,bony fishes,TotalForkLengthRange522mm_932mm,,YES,1968,7,Jul,1968,11,Nov,Jul-Nov,Jul-Nov,1968,627,,,#NAME?,,,,,,,0.1,,,,,1,,CA_OR_WA,CA_OR_WA,stomach sampling,Pinkasetal1971
Pacific mackerel,Pacific hake,bony fishes,StLength150-680mm,,YES,1998,4,Apr,1998,8,Aug,Apr-Aug,Apr-Aug,1998,1136,,,#NAME?,,,,,,,,,,,,0.1,,OR_WA,OR_WA,stomach sample,EmmettandKrutzikowsky2008
Pacific sardine,CA Sea Lion,pinnipeds,,,YES,1995,6,Jun,1996,5,May,Jun-May,Jun-May,1995-1996,,,,#NAME?,,,,,,,6.8,,,,,10.34,,GOC,GOC,scat samples ,Garcia-RodriguezandAurioles-Gamboa2004
Pacific sardine,Smooth Hammershead shark ,cartilaginous fishes,juvenile-female,juvenile,NO,2001,1,Jan,2002,7,Jul,Jan-Jul,Jan-Jul,2001-2002,,,,#NAME?,,,,,,,2.64,1.16,,,,6.34,,GOC,GOC,stomach sampling,AguilarCastro2003
Pacific sardine,Smooth Hammershead shark ,cartilaginous fishes,juvenile-male,juvenile,NO,2001,1,Jan,2002,7,Jul,Jan-Jul,Jan-Jul,2001-2002,,,,#NAME?,,,,,,,6.19,9.22,,,,11.1,,GOC,GOC,stomach sampling,AguilarCastro2003
Pacific sardine,CABrown pelican,sea birds,,,YES,1992,,#N/A,1992,,#N/A,#N/A,,1992,,,,#NAME?,,,,,,,0,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Pacific sardine,CABrown pelican,sea birds,,,YES,1996,,#N/A,1996,,#N/A,#N/A,,1996,,,,#NAME?,,,,,,,55,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Pacific sardine,CABrown pelican,sea birds,,,YES,1997,,#N/A,1997,,#N/A,#N/A,,1997,,,,#NAME?,,,,,,,93,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Pacific sardine,CABrown pelican,sea birds,,,YES,2004,,#N/A,2004,,#N/A,#N/A,,2004,,,,#NAME?,,,,,,,22,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Pacific sardine,CABrown pelican,sea birds,,,YES,2005,,#N/A,2005,,#N/A,#N/A,,2005,,,,#NAME?,,,,,,,0,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Pacific sardine,Heermann gull,sea birds,,,NO,1992,,#N/A,1992,,#N/A,#N/A,,1992,,,,#NAME?,,,,,,,0,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Pacific sardine,Heermann gull,sea birds,,,NO,1996,,#N/A,1996,,#N/A,#N/A,,1996,,,,#NAME?,,,,,,,64,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Pacific sardine,Heermann gull,sea birds,,,NO,1997,,#N/A,1997,,#N/A,#N/A,,1997,,,,#NAME?,,,,,,,77,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Pacific sardine,Heermann gull,sea birds,,,NO,2004,,#N/A,2004,,#N/A,#N/A,,2004,,,,#NAME?,,,,,,,0,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Pacific sardine,Heermann gull,sea birds,,,NO,2005,,#N/A,2005,,#N/A,#N/A,,2005,,,,#NAME?,,,,,,,0,,,,,,,GOC,GOC,regurgitation samples,Velardeetal2015
Pacific sardine,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,3,Mar,1980,9,Sep,Mar-Sep,Mar-Sep,1980,,120,240,120-240,120-240,,,,,,,,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific sardine,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,3,Mar,1980,3,Mar,Mar,Mar,1980,,,,#NAME?,,,,,,,,8,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific sardine,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,4,Apr,1980,4,Apr,Apr,Apr,1980,,,,#NAME?,,,,,,,,10,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific sardine,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,5,May,1980,5,May,May,May,1980,,,,#NAME?,,,,,,,,26.3,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
Pacific sardine,Humboldt_jumbo_squid ,invertebrates,,,NO,1980,6,Jun,1980,6,Jun,Jun,Jun,1980,,,,#NAME?,,,,,,,,61,,,,,,GOC,GOC,stomach sampling,Ehrhardt1991
